Data Set 2:Time(s),Data Set 2:Position(m),Data Set 2:Velocity(m/s),Data Set 2:Acceleration(m/s²)
2.706,0.0958000123500824,0.411868747637329,-4.87608480199963
2.739,0.107800006866455,0.235016824621143,-5.65947194275872
2.772,0.112300008535385,0.0277777713557284,-6.06903838826714
2.805,0.109600007534027,-0.181397329075167,-5.93979996803426
2.838,0.0999000072479248,-0.37592596778966,-5.36339946533689
2.871,0.0841000080108643,-0.543855356447626,-4.00404924121104
2.904,0.0629999935626984,-0.67466341887259,-3.23558892424992
2.937,0.0385999977588654,-0.767255923162002,-2.02917166482569
2.97,0.0112999975681305,-0.816582579805392,-0.168002431021911
3.003,-0.0166000127792358,-0.81102696783615,1.70740163793251
3.036,-0.0442000031471252,-0.723989912456135,4.13709253685617
3.069,-0.0676000118255615,-0.531313156941123,6.05756743965656
3.102,-0.0824000090360642,-0.254629574941867,5.98321275861565
3.135,-0.0814000070095062,-0.063972967843014,3.78599386987815
3.168,-0.0816999971866608,-0.0186868588932435,1.90003238337358
3.201,-0.0824000090360642,0.00378786764963708,1.79056378680108
3.234,-0.0821000039577484,0.0523570235128756,3.27709048853318
3.267,-0.0816999971866608,0.195117999708612,5.39720312681064
3.3,-0.0733999907970429,0.455892359467868,6.22241483055753
3.333,-0.0503999888896942,0.683501688920286,4.68230102158489
3.366,-0.0241999924182892,0.788973010951021,1.69215228421121
3.399,0.00380000472068787,0.810942741154823,-0.0716554219041438
3.432,0.0306000113487244,0.775252428119031,-1.60546211535958
3.465,0.0557999908924103,0.701346807808987,-3.00768514372876
3.498,0.0782000124454498,0.579208838016496,-4.26590626031166
3.531,0.0954000055789948,0.4104376340956,-5.22659464176059
3.564,0.105800002813339,0.219781014453683,-5.44311851330619
3.597,0.109899997711182,0.0247472915986572,-5.77100215465564
3.63,0.107499986886978,-0.171212234882393,-5.68666173898118
3.663,0.098499983549118,-0.360605943483936,-5.2102797039903
3.696,0.0830000042915344,-0.524747376690809,-4.37724663482063
3.729,0.0629999935626984,-0.656060623600829,-3.28750542404473
3.762,0.0385999977588654,-0.745791252012607,-1.65656262120543
3.795,0.0126999914646149,-0.792592538125588,-0.466618019091229
3.828,-0.0148999989032745,-0.791414016826384,1.32567251276213
3.861,-0.0410999953746796,-0.720454486532242,3.63959329963102
3.894,-0.0647999942302704,-0.56405726707343,5.76977581454713
3.927,-0.0828000009059906,-0.287121243348427,6.19939556120773
3.96,-0.0816999971866608,-0.0695286174414536,3.81147315101426
3.993,-0.0816999971866608,-0.015067394434001,1.9682652357288
4.026,-0.0821000039577484,0.00664979369953425,1.73983048657313
4.059,-0.0816999971866608,0.0462962145155126,3.2140990578417
4.092,-0.0824000090360642,0.194023454229438,5.37842033467105
4.125,-0.0728000104427338,0.452020189878513,5.99747665503418
4.158,-0.0507000088691711,0.661195365567802,4.16683819161903
4.191,-0.0254999995231628,0.759343469283398,2.06369345900203
4.224,0.000999987125396729,0.787963093531254,0.105332886207484
4.257,0.0279000103473663,0.757491749143761,-1.74119320822959
4.29,0.0523000061511993,0.677861950614232,-2.95182782830386
4.323,0.0737000107765198,0.55740723505566,-4.00836475240038
4.356,0.0898999869823456,0.405555421655829,-4.60746320026334
4.389,0.100899994373322,0.234596080049522,-5.2977417464542
4.422,0.105800002813339,0.0478116049108281,-5.65686368630348
4.455,0.104400008916855,-0.14848477812327,-5.63286090551521
4.488,0.0958000123500824,-0.337037198270612,-5.15083767561797
